epoch,step,ce_clean,trades_kl,clean_acc,adv_acc,total_loss,lr,timestamp
12,200,1.1209494183905682,0.047397950877301136,0.7209654850746269,0.605410447761194,1.405337123135429,0.010000000000000005,1784220273.7297916
12,300,1.1201895079343422,0.04748679723503978,0.7198141611295681,0.6039244186046512,1.405110289884168,0.009999999999999933,1784220368.1392655
13,0,1.113877296447754,0.03645724058151245,0.6953125,0.6640625,1.3326207399368286,0.01,1784220445.7598479
13,100,1.1044846696428734,0.048137980043002876,0.7293471534653465,0.6106126237623762,1.3933125557285724,0.010000000000000007,1784220540.2006016
13,200,1.1037772202966225,0.047736655735406114,0.7263292910447762,0.6115127487562189,1.3901971566736402,0.010000000000000005,1784220634.6786652
13,300,1.1042281448643072,0.047737627701703894,0.72687396179402,0.6108544435215947,1.3906539116190912,0.009999999999999933,1784220729.1306207
14,0,1.1194556951522827,0.054148413240909576,0.7109375,0.640625,1.4443461894989014,0.01,1784220813.0868452
14,100,1.0940868465027007,0.048016022374429326,0.7313582920792079,0.6181157178217822,1.3821829781673922,0.010000000000000007,1784220907.6929948
14,200,1.0911772624770206,0.048045768295947595,0.7312655472636815,0.6171875,1.3794518697321119,0.010000000000000005,1784221002.2165349
14,300,1.0894290236539619,0.04810144038146912,0.731234426910299,0.6190822259136213,1.3780376641853307,0.009999999999999933,1784221096.638947
15,0,1.0072004795074463,0.03918704017996788,0.75,0.6953125,1.2423226833343506,0.001,1784221174.4545007
15,100,1.0563260694541554,0.0475330442042634,0.752707301980198,0.6376856435643564,1.341524338958287,0.0010000000000000007,1784221268.8669543
15,200,1.0524222094621232,0.0475069155629298,0.7531094527363185,0.6338230721393034,1.3374637098454718,0.0010000000000000007,1784221363.3452249
15,300,1.0455128732709789,0.047724627441049015,0.7563849667774086,0.6364721760797342,1.331860641308401,0.0010000000000000007,1784221457.8306077
16,0,1.040778636932373,0.05412503331899643,0.7734375,0.5859375,1.3655288219451904,0.001,1784221542.0058382
16,100,1.0320502389775645,0.04881042559253107,0.7619121287128713,0.635674504950495,1.3249127900246347,0.0010000000000000007,1784221636.4941506
16,200,1.0314137852607081,0.048789528546048636,0.7630597014925373,0.6399253731343284,1.3241509584645135,0.0010000000000000007,1784221730.51739
16,300,1.0317569293849096,0.04883773868711684,0.7623027408637874,0.6376920681063123,1.324783363611595,0.0010000000000000007,1784221824.686105
17,0,1.038114070892334,0.05525330454111099,0.7890625,0.6015625,1.3696339130401611,0.001,1784221902.3251975
17,100,1.0229597658214002,0.04898466571870417,0.765625,0.6363706683168316,1.3168677622729008,0.0010000000000000007,1784221996.7910776
17,200,1.025862630030409,0.048896073127415646,0.7610385572139303,0.6403529228855721,1.319239071945646,0.0010000000000000007,1784222091.3104057
17,300,1.0244026225666667,0.0488978068149367,0.7613164451827242,0.640702865448505,1.317789464693925,0.0010000000000000007,1784222185.8319979
18,0,1.0185294151306152,0.05054142698645592,0.7578125,0.65625,1.3217779397964478,0.001,1784222269.9157176
18,100,1.0231529722119321,0.049332093004838075,0.7623762376237624,0.6359839108910891,1.3191455307573374,0.0010000000000000007,1784222364.4130433
18,200,1.0208787105569792,0.04961051925349591,0.761777052238806,0.6409748134328358,1.31854182630036,0.0010000000000000007,1784222458.9499135
18,300,1.0182552424776197,0.04935451759105901,0.762328696013289,0.6406509551495017,1.3143823471576273,0.0010000000000000007,1784222553.474933
19,0,1.056265950202942,0.048388443887233734,0.671875,0.53125,1.346596598625183,0.001,1784222631.2613468
19,100,1.0199080658431101,0.04949391430409828,0.7615253712871287,0.6354424504950495,1.3168715510037865,0.0010000000000000007,1784222725.821987
19,200,1.016656958938238,0.04935997175933117,0.7627098880597015,0.640741604477612,1.312816790087306,0.0010000000000000007,1784222820.3342876
19,300,1.0133766510161846,0.049478409756160656,0.7647684800664452,0.6435838870431894,1.3102471103699895,0.0010000000000000007,1784222914.8272579
20,0,0.9671542048454285,0.044537253677845,0.765625,0.65625,1.2343777418136597,0.001,1784222998.9296222
20,100,1.004835003083295,0.049501511461959025,0.7658570544554455,0.6459622524752475,1.301844068092875,0.0010000000000000007,1784223093.310078
20,200,1.0093995469126535,0.049732187549717984,0.7636427238805971,0.6430348258706468,1.3077926700981102,0.0010000000000000007,1784223187.7680535
20,300,1.0095695936402609,0.049715311597550035,0.7640417358803987,0.6445961378737541,1.307861461591879,0.0010000000000000007,1784223282.2104256
21,0,0.9922454357147217,0.042175501585006714,0.7734375,0.6875,1.2452983856201172,0.001,1784223359.9032967
21,100,1.0125860512846767,0.049657241284552185,0.7658570544554455,0.6449566831683168,1.3105295011312654,0.0010000000000000007,1784223454.368192
21,200,1.005660640066536,0.04952173804243406,0.7680736940298507,0.6488650497512438,1.3027910658376134,0.0010000000000000007,1784223548.7854364
21,300,1.0083875256123336,0.04972949362919972,0.7676754568106312,0.6462832225913622,1.3067644838478873,0.0010000000000000007,1784223643.221581
22,0,1.0096747875213623,0.04926571622490883,0.7578125,0.671875,1.3052691221237183,0.001,1784223727.16731
22,100,1.0186650162876243,0.05052771161098291,0.7634591584158416,0.6372215346534653,1.3218312853633767,0.0010000000000000007,1784223821.5696218
22,200,1.0068225015455217,0.05003550459644688,0.7644589552238806,0.6433846393034826,1.3070355291983382,0.0010000000000000007,1784223916.0469491
22,300,1.0077305453956324,0.049983583588734816,0.7659105066445183,0.643298380398671,1.3076320458884254,0.0010000000000000007,1784224010.5820603
23,0,0.9504881501197815,0.054421111941337585,0.8125,0.703125,1.2770148515701294,0.001,1784224088.2882812
23,100,1.000426971086181,0.05028443735572371,0.7704981435643564,0.6531559405940595,1.302133594409074,0.0010000000000000007,1784224182.8050654
23,200,1.0014793751251638,0.050096479592038626,0.7690453980099502,0.6489816542288557,1.3020582525291253,0.0010000000000000007,1784224277.3372376
23,300,1.0025957048533367,0.05012882045436143,0.7684281561461794,0.6479962624584718,1.3033686266389004,0.0010000000000000007,1784224371.783881
24,0,1.0290343761444092,0.0455489456653595,0.734375,0.65625,1.302328109741211,0.001,1784224455.791296
24,100,0.9892627956843613,0.05061146849305323,0.7767636138613861,0.6541615099009901,1.29293160745413,0.0010000000000000007,1784224550.2797139
24,200,0.9982294624124594,0.050481328916786916,0.7713386194029851,0.6500699626865671,1.301117433244316,0.0010000000000000007,1784224644.8014553
24,300,0.9972428814121259,0.050398754915129705,0.7710496262458472,0.6492680647840532,1.299635407932573,0.0010000000000000007,1784224739.332444
25,0,0.9699298739433289,0.048845551908016205,0.828125,0.6875,1.2630031108856201,0.0001,1784224817.2532432
25,100,0.9867947744851066,0.04981521528103564,0.7739789603960396,0.6492110148514851,1.2856860668352335,9.999999999999995e-05,1784224911.7586093
25,200,0.9863775568221932,0.04940762965759234,0.7740982587064676,0.6538013059701493,1.282823337251274,9.999999999999967e-05,1784225006.2476943
25,300,0.9883012854775717,0.049623890671619146,0.771906146179402,0.6518635797342193,1.2860446301013528,9.999999999999958e-05,1784225100.727143
26,0,0.968643307685852,0.04716954380273819,0.75,0.609375,1.2516605854034424,0.0001,1784225184.6198761
26,100,0.9888461509553512,0.05032523297289811,0.7762221534653465,0.6557858910891089,1.2907975498992619,9.999999999999995e-05,1784225279.04609
26,200,0.9901753589881593,0.050430953780661765,0.7748367537313433,0.6500310945273632,1.292761079707549,9.999999999999967e-05,1784225373.4245732
26,300,0.9915752216827037,0.05012390861578558,0.7723214285714286,0.6493459302325582,1.2923186712486798,9.999999999999958e-05,1784225467.8749003
27,0,0.954460620880127,0.0520637109875679,0.84375,0.7109375,1.2668428421020508,0.0001,1784225545.5108564
27,100,0.9888299862937172,0.05050691936423283,0.7766862623762376,0.6503712871287128,1.2918715052085348,9.999999999999995e-05,1784225639.8770661
27,200,0.9879473308425638,0.05031290674461654,0.7765469527363185,0.6533737562189055,1.28982477105079,9.999999999999967e-05,1784225734.3015363
27,300,0.9893442208188713,0.05023207899145906,0.7752284053156147,0.651811669435216,1.290736693480482,9.999999999999958e-05,1784225828.7041504
28,0,1.0567388534545898,0.04424063861370087,0.75,0.640625,1.3221826553344727,0.0001,1784225912.4970791
28,100,0.9912308867615048,0.050904414736398375,0.7748298267326733,0.648746905940594,1.29665737695033,9.999999999999995e-05,1784226006.9226136
28,200,0.9897527045278407,0.05007345537048074,0.7744869402985075,0.6507695895522388,1.2901934409022924,9.999999999999967e-05,1784226101.4335873
28,300,0.9900431672600021,0.04987477383690815,0.7739825581395349,0.651110880398671,1.2892918107517535,9.999999999999958e-05,1784226195.9382958
29,0,0.9316732883453369,0.05364570394158363,0.8203125,0.65625,1.2535475492477417,0.0001,1784226273.5857239
29,100,0.9862172485578178,0.050297537836993096,0.7771503712871287,0.6484375,1.2880024744732546,9.999999999999995e-05,1784226367.9942265
29,200,0.988229708291998,0.05007356451592635,0.7763526119402985,0.648398631840796,1.2886710943867319,9.999999999999967e-05,1784226462.4374893
29,300,0.9880118714614564,0.05017420946561617,0.7750986295681063,0.6471916528239202,1.289057127265043,9.999999999999958e-05,1784226556.8397903
