epoch,step,ce_adv,align_loss,sae_fvu,sae_dead_frac,clean_acc,adv_acc,total_loss,lr,timestamp
12,0,1.376298189163208,1.0572461178526282e-05,0.6424793004989624,0.94970703125,0.7578125,0.453125,1.376308798789978,0.01,1784304956.3484871
12,100,1.3672137225028311,9.967981148491001e-06,0.6339755559911823,0.9496659382735149,0.7757580445544554,0.4812809405940594,1.3672236994941636,0.010000000000000007,1784305046.5370693
12,200,1.3742485176864547,9.845488954910867e-06,0.6353840332719224,0.9497410408893034,0.7758861940298507,0.4795553482587065,1.3742583652040852,0.010000000000000005,1784305136.911986
12,300,1.380999123931327,9.753036000231162e-06,0.6351166377431926,0.9501661129568106,0.7727886212624585,0.47664036544850497,1.3810088765185538,0.009999999999999933,1784305227.3883955
13,0,1.3195620775222778,9.661829608376138e-06,0.6279944181442261,0.94775390625,0.7890625,0.515625,1.3195717334747314,0.01,1784305301.7917106
13,100,1.3569985049785953,9.236139586652942e-06,0.630316156562012,0.9502484916460396,0.7762221534653465,0.47988861386138615,1.3570077407478105,0.010000000000000007,1784305392.291231
13,200,1.3549241800213334,9.16067788985761e-06,0.633676445306237,0.9505256918532339,0.7814832089552238,0.48293687810945274,1.3549333371926302,0.010000000000000005,1784305482.7739787
13,300,1.3614394474663212,9.065130480332204e-06,0.6376740631471045,0.9507687590843024,0.7815355066445183,0.48167566445182725,1.3614485089565036,0.009999999999999933,1784305573.1737168
14,0,1.4342886209487915,7.991668098839e-06,0.6187251806259155,0.951171875,0.7421875,0.3828125,1.4342966079711914,0.01,1784305654.8609962
14,100,1.3395462437431411,8.380280907640733e-06,0.6445887218607534,0.9518873762376238,0.7896813118811881,0.48770111386138615,1.3395546261626896,0.010000000000000007,1784305745.1407917
14,200,1.3452076977165184,8.490964749068385e-06,0.6470028900388461,0.9512058846393034,0.7869636194029851,0.48865049751243783,1.3452161918232097,0.010000000000000005,1784305835.491294
14,300,1.3506019020397402,8.336003968323716e-06,0.6485220401786095,0.950950445130814,0.7850394518272426,0.48533534053156147,1.3506102399572582,0.009999999999999933,1784305925.9571333
15,0,1.3462071418762207,8.75307341630105e-06,0.6817658543586731,0.951416015625,0.8046875,0.4453125,1.346215844154358,0.001,1784306000.5740116
15,100,1.2917990790735376,7.941474094796731e-06,0.6619440889594579,0.9509809135210396,0.8007425742574258,0.5071936881188119,1.2918070165237578,0.0010000000000000007,1784306091.1827612
15,200,1.2864625643734908,7.839263067146374e-06,0.6609179229285587,0.9511888798196517,0.8057369402985075,0.5114272388059702,1.286470402532549,0.0010000000000000007,1784306181.7605822
15,300,1.2776599219471116,7.739674187286801e-06,0.6573252428409665,0.9510542657288206,0.8070234634551495,0.5146127491694352,1.2776676594616962,0.0010000000000000007,1784306271.6445744
16,0,1.2334849834442139,7.984186595422216e-06,0.6292585134506226,0.948974609375,0.8359375,0.5078125,1.2334929704666138,0.001,1784306352.5356202
16,100,1.2469897671501236,7.471228521956952e-06,0.6498718326634699,0.9507005143873762,0.8179919554455446,0.5246751237623762,1.2469972372055054,0.0010000000000000007,1784306442.945052
16,200,1.2528796569624943,7.4333837692935974e-06,0.6459914573389499,0.9503592875466418,0.816386815920398,0.5205223880597015,1.2528870876748763,0.0010000000000000007,1784306533.4521887
16,300,1.2525667966006206,7.390679600400571e-06,0.6436031637001671,0.9503429324127907,0.8163413621262459,0.5198816445182725,1.2525741840121754,0.0010000000000000007,1784306623.9760711
17,0,1.175122618675232,7.034643658698769e-06,0.6705543398857117,0.9521484375,0.8359375,0.5703125,1.1751296520233154,0.001,1784306698.481941
17,100,1.242036748640608,7.208679143881419e-06,0.6478096777849859,0.9505917388613861,0.8183787128712872,0.5267636138613861,1.2420439566716108,0.0010000000000000007,1784306788.8939362
17,200,1.2410205009564832,7.161271863951335e-06,0.6467793112370506,0.9506860230099502,0.8179804104477612,0.5276741293532339,1.2410276624100718,0.0010000000000000007,1784306878.7351403
17,300,1.2449893749433498,7.178782500182854e-06,0.6444338063068961,0.950583828644103,0.8174314784053156,0.5265261627906976,1.2449965552238136,0.0010000000000000007,1784306968.3177214
18,0,1.224369764328003,7.599229775223648e-06,0.6696247458457947,0.953857421875,0.8359375,0.5390625,1.2243773937225342,0.001,1784307049.2691677
18,100,1.2230071266098779,7.071901870070782e-06,0.6512090746719058,0.9501880607982673,0.8287438118811881,0.5344214108910891,1.2230141953666611,0.0010000000000000007,1784307139.2864385
18,200,1.2355632568473247,7.047856820350373e-06,0.6507456047617974,0.9504989699937811,0.824160447761194,0.5261971393034826,1.2355703026501101,0.0010000000000000007,1784307229.6818886
18,300,1.2363531316237593,7.04055160786446e-06,0.6506979602119851,0.9504937967192691,0.8212987956810631,0.526110880398671,1.2363601701204168,0.0010000000000000007,1784307319.5817952
19,0,1.1524858474731445,7.400950380542781e-06,0.6578737497329712,0.952880859375,0.8359375,0.5859375,1.1524932384490967,0.001,1784307393.4158216
19,100,1.2282805608050658,6.987113195437175e-06,0.6503512458045884,0.9506425007735149,0.8235612623762376,0.528387995049505,1.2282875469415495,0.0010000000000000007,1784307483.0465288
19,200,1.2313188053482207,7.02684760586065e-06,0.6520473500389364,0.950800198227612,0.8234219527363185,0.5263137437810945,1.231325832765494,0.0010000000000000007,1784307572.6987865
19,300,1.2306682913010303,6.995492390991441e-06,0.6500718308445623,0.9507533482142857,0.8242057724252492,0.5269414451827242,1.2306752854407428,0.0010000000000000007,1784307662.3243694
20,0,1.2044868469238281,6.3059915191843174e-06,0.6861260533332825,0.95263671875,0.78125,0.5390625,1.2044931650161743,0.001,1784307743.4256418
20,100,1.2113258567186866,6.9510113300368335e-06,0.6539446628919923,0.9507246867264851,0.8264232673267327,0.5384436881188119,1.2113328086267603,0.0010000000000000007,1784307833.5063396
20,200,1.2223027879325905,6.919006624519541e-06,0.6504366128005792,0.9507637593283582,0.8248212064676617,0.5325715174129353,1.2223097074091138,0.0010000000000000007,1784307924.1172214
20,300,1.2254253982309486,6.906543627863424e-06,0.6529599440058205,0.9508239137769934,0.825218023255814,0.5307568521594684,1.2254323048449038,0.0010000000000000007,1784308014.4447987
21,0,1.2480840682983398,7.802973414072767e-06,0.6332975029945374,0.95166015625,0.8125,0.515625,1.2480918169021606,0.001,1784308088.514943
21,100,1.2244782223559842,6.939396830558049e-06,0.6552669034145846,0.9504974667388614,0.822865099009901,0.5287747524752475,1.224485164821738,0.0010000000000000007,1784308178.90667
21,200,1.2203521847131833,6.880813073245976e-06,0.6557756190869346,0.9505609161225125,0.8231110074626866,0.5328824626865671,1.220359067418682,0.0010000000000000007,1784308269.1499503
21,300,1.2229532565785406,6.8223499644026925e-06,0.6571731100050714,0.950604917203073,0.8211171096345515,0.5331966362126246,1.222960077646959,0.0010000000000000007,1784308359.1240783
22,0,1.201538324356079,7.466033821401652e-06,0.6223884224891663,0.9462890625,0.8515625,0.5078125,1.2015458345413208,0.001,1784308440.3933692
22,100,1.2249908919381622,6.848075345530587e-06,0.6502786650516019,0.9499898476175742,0.8220142326732673,0.5337252475247525,1.2249977388004265,0.0010000000000000007,1784308530.1408734
22,200,1.2201368476620955,6.8257054091865295e-06,0.6582299373043117,0.9501710199004975,0.8250155472636815,0.5338930348258707,1.2201436704664088,0.0010000000000000007,1784308620.0237463
22,300,1.2157625348068948,6.762427544897922e-06,0.6576562779290336,0.9501474576931063,0.8267493770764119,0.5344165282392026,1.2157692950825358,0.0010000000000000007,1784308709.8915756
23,0,1.2420841455459595,6.699906862195348e-06,0.662813663482666,0.950927734375,0.8203125,0.578125,1.2420908212661743,0.001,1784308783.8579998
23,100,1.200543456148393,6.6693981730933575e-06,0.6554441097939369,0.9502968363242574,0.8294399752475248,0.541769801980198,1.200550124786868,0.0010000000000000007,1784308874.1476703
23,200,1.207304158317509,6.6981516686415556e-06,0.6538137520723675,0.9501151469216418,0.8265314054726368,0.5371968283582089,1.2073108553886414,0.0010000000000000007,1784308964.6595879
23,300,1.2087307825833065,6.679771302158745e-06,0.654598436482325,0.950139346708887,0.8285143272425249,0.5355845099667774,1.208737460481764,0.0010000000000000007,1784309054.8278348
24,0,1.2689743041992188,6.792780823161593e-06,0.6889066100120544,0.9521484375,0.859375,0.53125,1.2689810991287231,0.001,1784309136.2724454
24,100,1.2167485621896121,6.529922297931539e-06,0.6606646109335493,0.9501372988861386,0.8241027227722773,0.5316367574257426,1.2167550915538674,0.0010000000000000007,1784309226.589139
24,200,1.2145992369201053,6.515374796671228e-06,0.6633611021943353,0.9502463269589553,0.822333644278607,0.5343594527363185,1.2146057486534119,0.0010000000000000007,1784309317.123085
24,300,1.207687716745459,6.534732867680986e-06,0.6622763341447444,0.9504191756644518,0.8266196013289037,0.5362852990033222,1.2076942508798898,0.0010000000000000007,1784309407.2957828
25,0,1.1018078327178955,6.934615157661028e-06,0.6513837575912476,0.95166015625,0.8671875,0.578125,1.1018147468566895,0.0001,1784309481.609298
25,100,1.198761493262678,6.507643932552425e-06,0.6664274547359731,0.9511452854269802,0.833230198019802,0.5396813118811881,1.1987679972506986,9.999999999999995e-05,1784309571.5827672
25,200,1.1961452101000505,6.476794594765753e-06,0.6699010691239466,0.9511160020211443,0.8332944651741293,0.5432213930348259,1.196151685358873,9.999999999999967e-05,1784309661.5863087
25,300,1.1917814067827903,6.450536836814611e-06,0.6670687871913973,0.9510210106935216,0.8326931063122923,0.5440458887043189,1.1917878551736623,9.999999999999958e-05,1784309751.63175
26,0,1.1164379119873047,7.344611731241457e-06,0.6554034352302551,0.95166015625,0.875,0.5703125,1.1164453029632568,0.0001,1784309832.767621
26,100,1.1736622057338753,6.438341832036524e-06,0.6702638085525815,0.9509132309715347,0.8405012376237624,0.5490408415841584,1.173668647756671,9.999999999999995e-05,1784309922.750219
26,200,1.1843120268921354,6.396882442337002e-06,0.6668256364058499,0.9508864369558457,0.8389692164179104,0.5432991293532339,1.1843184241608007,9.999999999999967e-05,1784310012.874724
26,300,1.188753180923652,6.391361165337595e-06,0.6663083921239226,0.950915567898671,0.8353664867109635,0.5429038621262459,1.1887595724821882,9.999999999999958e-05,1784310103.001593
27,0,1.2130343914031982,6.468601441156352e-06,0.6346247792243958,0.95263671875,0.8671875,0.578125,1.213040828704834,0.0001,1784310177.241331
27,100,1.1881332580405888,6.310222209385126e-06,0.6676465101761393,0.9512081335086634,0.833384900990099,0.5484993811881188,1.1881395684610498,9.999999999999995e-05,1784310267.442749
27,200,1.1826063575436228,6.348610078921456e-06,0.6688503685282238,0.9511245044309702,0.8356654228855721,0.5497123756218906,1.1826127061796425,9.999999999999967e-05,1784310357.690781
27,300,1.186127172554054,6.364950868404069e-06,0.667340120801894,0.9509577450166113,0.8341206395348837,0.5489254568106312,1.1861335352013673,9.999999999999958e-05,1784310447.939962
28,0,1.1326191425323486,5.847363354405388e-06,0.6722789406776428,0.948974609375,0.8671875,0.609375,1.1326249837875366,0.0001,1784310529.35407
28,100,1.1886624953534344,6.350369601770383e-06,0.6686459655808931,0.9506570041769802,0.8288211633663366,0.5456373762376238,1.1886688394121605,9.999999999999995e-05,1784310619.5836165
28,200,1.1911778541939768,6.408813196097284e-06,0.6664543089581959,0.950927734375,0.8308069029850746,0.5424440298507462,1.1911842594692363,9.999999999999967e-05,1784310709.9157426
28,300,1.186067228301419,6.412987302586245e-06,0.6654929615730463,0.95086041320598,0.8338351328903655,0.545110049833887,1.1860736370878757,9.999999999999958e-05,1784310800.2840297
29,0,1.2018508911132812,6.237594789126888e-06,0.6641329526901245,0.953125,0.7890625,0.5390625,1.201857089996338,0.0001,1784310874.66263
29,100,1.1843852607330474,6.2734436889315635e-06,0.6667777358895481,0.9510824373452971,0.8313737623762376,0.5448638613861386,1.1843915375152436,9.999999999999995e-05,1784310965.0820882
29,200,1.180869293450123,6.352707434000229e-06,0.6663859676365829,0.9510662021921642,0.835898631840796,0.5447372512437811,1.18087565187198,9.999999999999967e-05,1784311055.5240827
29,300,1.1851443464177787,6.362669604901125e-06,0.6662717645746529,0.9510396659572259,0.8358855897009967,0.543812292358804,1.1851507140156439,9.999999999999958e-05,1784311145.9594333
